id,first_name,last_name,Gender,Country,Institute,Department,Qualification,Year,Quarter,Status,Reason,Cohort,CohortKey,Fees,Other Charges,Expenditures
450,Mata,Ipwell,Female,Singapore,smu,engineering,Phd.,2001,Q4,Withdrawn,homesick,Sept intake,1,3930,1073,436
451,Coraline,Boulter,Male,Singapore,smu,engineering,Phd.,2000,Q4,Active,NA,March Intake,2,2219,928,490
452,Ysabel,Stroban,Female,Singapore,smu,engineering,Phd.,2001,Q4,Withdrawn,homesick,Sept intake,1,3705,1643,348
453,Lief,Eggleson,Male,Singapore,nus,engineering,Phd.,2009,Q4,Active,NA,June Intake,3,2635,1670,414
454,Ronnica,Learoid,Female,Singapore,ntu,engineering,Degree,2020,Q3,Withdrawn,homesick,June Intake,3,2935,845,304
455,Leila,Scargle,Female,Singapore,smu,engineering,Bachelor,2001,Q1,Withdrawn,Academically unprepared,March Intake,2,1470,1276,273
456,Fletcher,Wenden,Female,Singapore,ntu,arts,Phd.,1999,Q1,Withdrawn,homesick,Sept intake,1,2841,805,300
457,Tatiania,Joynes,Female,Singapore,smu,engineering,Degree,1996,Q2,Withdrawn,Academically unprepared,Sept intake,1,2629,1921,373
458,Demott,Ambrus,Female,Singapore,smu,engineering,Phd.,2004,Q1,Active,NA,June Intake,3,1057,749,377
459,Felicity,Baggalley,Male,Singapore,smu,engineering,Bachelor,2011,Q4,Active,NA,Sept intake,1,4735,1056,419
460,Siegfried,McCahey,Female,Singapore,nus,arts,Phd.,2008,Q4,Active,NA,Sept intake,1,3808,551,419
461,Kattie,Blofield,Male,Singapore,smu,science,Bachelor,1993,Q4,Active,NA,March Intake,2,1589,1495,361
462,Dotti,Flewan,Female,Singapore,nus,engineering,Degree,2009,Q4,Withdrawn,homesick,Sept intake,1,1457,892,288
463,Niel,Draayer,Male,Singapore,ntu,engineering,Phd.,1993,Q3,Active,NA,Sept intake,1,1171,1874,250
464,Patti,Nancarrow,Male,Singapore,smu,engineering,Phd.,2015,Q4,Active,NA,Sept intake,1,2350,1833,348
465,Sybille,Seppey,Male,Singapore,ntu,arts,Phd.,1996,Q3,Active,NA,March Intake,2,2195,1749,239
466,Gillian,Dagwell,Female,Singapore,ntu,engineering,Degree,2002,Q4,Active,NA,Sept intake,1,2828,1870,377
467,Drusi,Lees,Male,Singapore,ntu,engineering,Degree,2007,Q4,Active,NA,Sept intake,1,2456,1575,285
468,Goraud,Sarrell,Female,Singapore,smu,engineering,Phd.,1999,Q4,Active,NA,Sept intake,1,1980,923,225
469,Clair,Nesterov,Female,Singapore,smu,engineering,Phd.,2017,Q1,Active,NA,March Intake,2,3884,517,341
470,Lynn,Thackston,Male,Singapore,smu,engineering,Phd.,1994,Q2,Withdrawn,Expensive,March Intake,2,3825,538,382
471,Myra,Cussen,Male,Singapore,smu,arts,Phd.,2001,Q4,Active,NA,March Intake,2,3946,914,417
472,Jacquette,Brocking,Female,Singapore,smu,science,Bachelor,2018,Q1,Withdrawn,homesick,Sept intake,1,4947,1154,309
473,Guss,Gamet,Male,Singapore,ntu,arts,Phd.,1996,Q3,Withdrawn,homesick,Sept intake,1,2303,573,270
474,Winnie,Balazs,Female,Singapore,nus,science,Bachelor,2017,Q4,Active,NA,Sept intake,1,1268,684,443
475,Wandie,Bartholin,Male,Singapore,smu,engineering,Degree,2001,Q4,Active,NA,Sept intake,1,2499,1350,463
476,Mac,Skone,Male,Singapore,smu,engineering,Bachelor,2007,Q2,Active,NA,June Intake,3,4609,1583,300
477,Iago,Johnsson,Female,Singapore,smu,engineering,Phd.,1995,Q1,Withdrawn,homesick,Sept intake,1,3261,1468,463
478,Merrily,Stother,Female,Singapore,smu,engineering,Bachelor,2002,Q4,Withdrawn,homesick,March Intake,2,4938,1435,322
479,Brandi,Kinleyside,Male,Singapore,nus,engineering,Degree,1993,Q3,Active,NA,June Intake,3,2016,1279,412
480,Lucinda,Blackah,Male,Singapore,smu,arts,Phd.,2006,Q4,Active,NA,Sept intake,1,3502,800,460
481,Arvie,Garred,Female,Singapore,smu,science,Phd.,1990,Q4,Withdrawn,homesick,June Intake,3,2138,1421,389
482,Reta,Pickthall,Male,Singapore,smu,engineering,Phd.,2020,Q4,Withdrawn,homesick,June Intake,3,3992,1823,226
483,Leontyne,Rowden,Female,Singapore,smu,engineering,Phd.,2012,Q1,Active,NA,March Intake,2,4896,1191,375
484,Vikky,Jardin,Female,Singapore,smu,engineering,Phd.,1999,Q1,Withdrawn,homesick,Sept intake,1,4645,1610,486
485,Adolpho,O'Cahey,Male,Singapore,smu,engineering,Degree,1998,Q4,Withdrawn,homesick,Sept intake,1,3821,1925,302
486,Serena,Stonhouse,Female,Singapore,ntu,engineering,Bachelor,1992,Q2,Active,NA,June Intake,3,2452,1001,384
487,Camilla,Aires,Male,Singapore,nus,engineering,Degree,2010,Q3,Withdrawn,homesick,June Intake,3,2055,1697,494
488,Kinna,Fallis,Male,Singapore,smu,engineering,Phd.,2012,Q2,Withdrawn,Expensive,Sept intake,1,3908,1616,322
489,Cayla,Dorcey,Female,Singapore,smu,arts,Phd.,2001,Q4,Withdrawn,Expensive,March Intake,2,4224,1998,357
490,Ruthann,Oxbrow,Female,Singapore,smu,engineering,Bachelor,2015,Q4,Active,NA,Sept intake,1,2082,535,210
491,Barbette,Biggen,Female,Singapore,smu,science,Degree,2014,Q4,Active,NA,March Intake,2,2726,720,238
492,Kinna,Ahrendsen,Female,Singapore,smu,arts,Phd.,2005,Q4,Withdrawn,Academically unprepared,Sept intake,1,1498,996,252
493,Sarah,Neem,Male,Singapore,smu,engineering,Bachelor,1999,Q4,Active,NA,June Intake,3,2600,1516,294
494,Danya,Longland,Male,Singapore,nus,science,Phd.,1997,Q3,Active,NA,Sept intake,1,4620,578,478
495,Joel,Collins,Male,Singapore,nus,arts,Bachelor,1990,Q1,Withdrawn,Academically unprepared,March Intake,2,3582,1755,244
496,Lilla,Allbon,Male,Singapore,smu,science,Bachelor,2018,Q3,Withdrawn,Academically unprepared,March Intake,2,1747,1204,401
497,Carmon,Streeter,Male,Singapore,nus,science,Phd.,2016,Q4,Withdrawn,homesick,Sept intake,1,3771,1218,437
498,Daile,Sired,Male,Singapore,smu,engineering,Phd.,1992,Q2,Active,NA,March Intake,2,3557,1562,412
499,Raffaello,Zimmermanns,Female,Singapore,smu,arts,Phd.,2020,Q4,Active,NA,Sept intake,1,4142,1585,354
500,Randal,Corkill,Male,Singapore,nus,science,Phd.,2007,Q1,Withdrawn,homesick,Sept intake,1,3180,1710,378
501,Aviva,Dugmore,Male,Singapore,smu,engineering,Phd.,2002,Q2,Withdrawn,homesick,June Intake,3,3978,1530,497
502,Tonie,Oty,Female,Singapore,smu,arts,Bachelor,2000,Q3,Active,NA,Sept intake,1,4112,1546,347
503,Riannon,Bowman,Male,Singapore,smu,science,Bachelor,2011,Q4,Active,NA,Sept intake,1,4334,692,294
504,Marlie,Kermitt,Male,Singapore,smu,engineering,Bachelor,1994,Q2,Withdrawn,homesick,Sept intake,1,2408,707,228
505,Claudelle,Suttling,Male,Singapore,ntu,science,Degree,2004,Q1,Active,NA,Sept intake,1,2142,1353,485
506,Skelly,Greguoli,Female,Singapore,smu,engineering,Phd.,2007,Q2,Withdrawn,Academically unprepared,Sept intake,1,1373,1870,464
507,Dennie,Giffkins,Male,Singapore,ntu,engineering,Phd.,2001,Q3,Active,NA,June Intake,3,2688,1383,259
508,Willetta,Kettlesing,Female,Singapore,smu,science,Phd.,2009,Q2,Withdrawn,homesick,Sept intake,1,3807,587,462
509,Everett,Orneblow,Male,Singapore,nus,science,Bachelor,2017,Q4,Active,NA,Sept intake,1,1136,1655,244
510,Jany,Cannop,Female,Singapore,nus,engineering,Phd.,2018,Q4,Withdrawn,Expensive,June Intake,3,2138,1636,325
511,Rosene,Cargon,Female,Singapore,smu,engineering,Phd.,2005,Q3,Active,NA,March Intake,2,2327,1954,252
512,Gale,Jammes,Female,Singapore,smu,science,Degree,1997,Q4,Active,NA,March Intake,2,1356,515,416
513,Osbourn,Brydone,Female,Singapore,smu,engineering,Bachelor,2011,Q3,Withdrawn,homesick,June Intake,3,2601,1729,485
514,Sarita,Witherdon,Female,Singapore,ntu,science,Degree,2012,Q2,Active,NA,Sept intake,1,2635,1293,291
515,Sally,Carlo,Female,Singapore,nus,science,Phd.,2005,Q3,Withdrawn,Academically unprepared,Sept intake,1,3609,1640,275
516,Dougie,Fullick,Female,Singapore,smu,engineering,Bachelor,1990,Q1,Active,NA,Sept intake,1,2241,708,275
517,Pattie,De Minico,Male,Singapore,smu,arts,Degree,2007,Q3,Withdrawn,Academically unprepared,June Intake,3,1188,938,457
518,Vasili,Brownrigg,Male,Singapore,smu,science,Phd.,1994,Q4,Withdrawn,homesick,Sept intake,1,2125,559,246
519,Hortensia,Coultous,Female,Singapore,ntu,science,Phd.,1991,Q1,Withdrawn,Academically unprepared,March Intake,2,1889,1216,276
520,Hobard,Borrell,Female,Singapore,ntu,engineering,Phd.,2017,Q2,Withdrawn,homesick,June Intake,3,3761,1658,462
521,Alard,Gleave,Male,Singapore,smu,arts,Degree,1993,Q4,Withdrawn,homesick,Sept intake,1,1358,1701,414
522,Brady,Ruffle,Male,Singapore,smu,arts,Bachelor,2016,Q3,Active,NA,June Intake,3,2353,1619,370
523,Findlay,de Clerc,Female,Singapore,nus,science,Phd.,2003,Q4,Withdrawn,homesick,Sept intake,1,2335,1674,480
524,Rube,Thorneloe,Male,Singapore,smu,arts,Phd.,2015,Q4,Active,NA,March Intake,2,1574,571,395
525,Nada,Cluderay,Male,Singapore,smu,arts,Phd.,2000,Q4,Active,NA,March Intake,2,2370,905,303
526,Turner,Hablot,Female,Singapore,nus,engineering,Bachelor,2007,Q2,Active,NA,March Intake,2,2627,542,466
527,Berty,Ablitt,Female,Singapore,smu,science,Phd.,1990,Q3,Active,NA,March Intake,2,2694,1430,231
528,Rees,Rebanks,Male,Singapore,nus,engineering,Phd.,2011,Q3,Active,NA,June Intake,3,3828,1176,203
529,Gerri,Matuskiewicz,Male,Singapore,smu,arts,Phd.,2008,Q4,Withdrawn,Academically unprepared,March Intake,2,4671,808,489
530,Delano,Grason,Male,Singapore,ntu,arts,Phd.,1991,Q1,Withdrawn,Expensive,June Intake,3,1900,861,496
531,Rubin,Schott,Female,Singapore,nus,engineering,Bachelor,2010,Q4,Active,NA,March Intake,2,2538,659,300
532,Fayette,Bramley,Female,Singapore,smu,engineering,Bachelor,2017,Q3,Withdrawn,Academically unprepared,Sept intake,1,2650,964,234
533,Andriana,Fessby,Female,Singapore,nus,engineering,Bachelor,2006,Q4,Withdrawn,Academically unprepared,June Intake,3,1700,1481,414
534,Robinet,Lawlan,Female,Singapore,smu,science,Degree,1991,Q1,Withdrawn,homesick,Sept intake,1,2201,1558,427
535,Darcie,Woodcock,Female,Singapore,ntu,engineering,Phd.,1994,Q1,Withdrawn,homesick,June Intake,3,3627,876,392
536,Tamas,Jobke,Male,Singapore,smu,engineering,Bachelor,2019,Q4,Withdrawn,homesick,March Intake,2,4768,870,211
537,Lilias,Boughton,Male,Singapore,smu,science,Phd.,1997,Q4,Active,NA,June Intake,3,3421,1437,334
538,Bernete,Joinson,Male,Singapore,smu,arts,Degree,2016,Q2,Withdrawn,homesick,March Intake,2,2148,1458,353
539,Dannel,Godard,Female,Singapore,ntu,engineering,Degree,2020,Q1,Withdrawn,Expensive,March Intake,2,4833,1882,324
540,Sasha,Fownes,Male,Singapore,ntu,arts,Phd.,1992,Q4,Active,NA,Sept intake,1,3473,1288,264
541,Alexia,Musker,Female,Singapore,ntu,science,Phd.,1996,Q3,Withdrawn,Academically unprepared,March Intake,2,3544,821,456
542,Bianka,Redmayne,Male,Singapore,ntu,engineering,Phd.,1991,Q4,Withdrawn,Expensive,June Intake,3,3358,1304,263
543,Billie,Goodfellow,Male,Singapore,smu,engineering,Phd.,2013,Q3,Active,NA,Sept intake,1,1345,1414,268
544,Belia,Vasyushkhin,Female,Singapore,smu,engineering,Phd.,2011,Q4,Active,NA,June Intake,3,2874,1522,491
545,Ambros,Nicolls,Male,Singapore,smu,engineering,Phd.,1991,Q1,Active,NA,June Intake,3,1312,1944,373
546,Wang,Gabala,Male,Singapore,ntu,engineering,Phd.,2009,Q2,Active,NA,Sept intake,1,4139,974,270
547,Geri,Wartnaby,Female,Singapore,nus,engineering,Phd.,2000,Q4,Active,NA,Sept intake,1,3292,1579,228
548,Cross,Dalziel,Male,Singapore,smu,engineering,Phd.,1991,Q3,Withdrawn,homesick,March Intake,2,3295,1948,410
549,Biddie,Cunnah,Female,Singapore,smu,science,Phd.,1998,Q4,Active,NA,March Intake,2,2543,774,254
550,Micki,Vautin,Male,Singapore,smu,science,Bachelor,2014,Q4,Withdrawn,Academically unprepared,March Intake,2,3474,960,474
551,Lynelle,Spehr,Female,Singapore,smu,arts,Degree,2005,Q3,Active,NA,March Intake,2,2018,1386,334
552,Jenica,Rhodus,Female,Singapore,smu,arts,Degree,1992,Q4,Withdrawn,Expensive,Sept intake,1,1118,577,263
553,Griselda,Bampforth,Male,Singapore,nus,arts,Phd.,1993,Q4,Withdrawn,homesick,Sept intake,1,3130,1114,287
554,Rycca,Giottini,Male,Singapore,smu,engineering,Bachelor,1996,Q2,Withdrawn,Academically unprepared,June Intake,3,2683,764,357
555,Rickie,Rolfi,Female,Singapore,ntu,science,Phd.,1997,Q4,Active,NA,March Intake,2,4990,1343,380
556,Galen,Blofield,Female,Singapore,nus,arts,Phd.,2005,Q2,Withdrawn,Expensive,Sept intake,1,4746,706,279
557,Nial,McCormack,Male,Singapore,nus,engineering,Degree,2019,Q4,Withdrawn,homesick,Sept intake,1,1288,1510,486
558,Arabela,Caulier,Male,Singapore,smu,arts,Phd.,1996,Q4,Active,NA,Sept intake,1,3768,1568,228
559,Agnes,Palombi,Male,Singapore,nus,science,Degree,2006,Q4,Active,NA,Sept intake,1,2740,579,284
560,Gena,Coultard,Male,Singapore,smu,engineering,Bachelor,1997,Q3,Active,NA,Sept intake,1,4046,611,293
561,Maiga,Jellyman,Male,Singapore,smu,engineering,Phd.,2002,Q3,Withdrawn,Expensive,June Intake,3,3999,931,409
562,Ernaline,Bollard,Female,Singapore,nus,arts,Bachelor,1991,Q4,Withdrawn,homesick,Sept intake,1,4621,1478,276
563,Olivette,Frisby,Male,Singapore,ntu,engineering,Bachelor,2010,Q3,Active,NA,Sept intake,1,1112,1756,487
564,Markus,Fallis,Male,Singapore,ntu,arts,Phd.,2005,Q4,Active,NA,Sept intake,1,1265,1642,406
565,Zita,Moxted,Female,Singapore,ntu,science,Bachelor,1991,Q3,Withdrawn,Expensive,June Intake,3,4406,1092,409
566,Tori,Sheara,Male,Singapore,smu,science,Phd.,2013,Q1,Active,NA,March Intake,2,3479,503,319
567,Sacha,Fenners,Male,Singapore,smu,arts,Bachelor,1997,Q4,Active,NA,Sept intake,1,1768,1110,389
568,Roosevelt,Paish,Male,Singapore,smu,arts,Bachelor,2009,Q3,Withdrawn,homesick,Sept intake,1,2857,1103,409
569,Coleen,Daffern,Male,Singapore,nus,engineering,Phd.,2006,Q4,Active,NA,March Intake,2,1383,1182,295
570,Domenico,Jeandeau,Male,Singapore,ntu,engineering,Degree,2019,Q1,Active,NA,Sept intake,1,1001,1086,482
571,Liv,Edmondson,Female,Singapore,smu,engineering,Phd.,2019,Q4,Active,NA,Sept intake,1,4691,652,444
572,Deborah,Bosanko,Male,Singapore,nus,engineering,Phd.,1991,Q1,Active,NA,June Intake,3,3325,1997,275
573,Robbi,Pexton,Female,Singapore,nus,engineering,Bachelor,1993,Q4,Withdrawn,Expensive,Sept intake,1,3808,1485,377
574,Betty,Stooders,Female,Singapore,smu,engineering,Phd.,2001,Q2,Withdrawn,Expensive,June Intake,3,1563,807,399
575,Biddy,Skellon,Female,Singapore,smu,science,Bachelor,1994,Q4,Withdrawn,homesick,Sept intake,1,4061,515,272
576,Stefanie,Nuth,Male,Singapore,nus,science,Phd.,2010,Q1,Withdrawn,homesick,March Intake,2,4409,611,204
577,Valaree,Ludee,Male,Singapore,nus,arts,Phd.,2003,Q4,Withdrawn,Expensive,Sept intake,1,3069,1881,461
578,Homerus,Rubberts,Male,Singapore,smu,engineering,Phd.,2011,Q4,Withdrawn,Expensive,Sept intake,1,4850,1949,354
579,Nicole,Sliman,Female,Singapore,ntu,engineering,Phd.,2000,Q1,Active,NA,June Intake,3,1603,1254,238
580,Leena,Southgate,Male,Singapore,smu,science,Degree,2007,Q3,Active,NA,June Intake,3,1213,710,484
581,Polly,Boatwright,Female,Singapore,smu,science,Phd.,2002,Q2,Withdrawn,homesick,June Intake,3,3160,1610,284
582,Ketti,Jindrich,Female,Singapore,smu,engineering,Phd.,1998,Q4,Active,NA,Sept intake,1,4109,1980,328
583,Bradly,Death,Female,Singapore,smu,arts,Bachelor,2001,Q4,Active,NA,Sept intake,1,3670,1876,332
584,Wilbur,Varfalameev,Female,Singapore,smu,engineering,Bachelor,2010,Q1,Active,NA,Sept intake,1,2808,1568,421
585,Christy,McAster,Female,Singapore,smu,arts,Degree,1995,Q1,Active,NA,Sept intake,1,3067,1972,374
586,Rennie,Swale,Female,Singapore,nus,engineering,Phd.,2013,Q3,Active,NA,March Intake,2,3271,994,367
587,Elmo,Deverill,Female,Singapore,nus,engineering,Phd.,1993,Q4,Withdrawn,Expensive,Sept intake,1,2387,507,310
588,Kingsly,Towse,Male,Singapore,ntu,engineering,Degree,2001,Q3,Active,NA,Sept intake,1,1305,822,484
589,Gloriane,Kinker,Female,Singapore,ntu,engineering,Degree,2008,Q4,Active,NA,June Intake,3,4176,1298,217
590,Jamaal,Cuddihy,Male,Singapore,ntu,engineering,Degree,2008,Q4,Withdrawn,homesick,Sept intake,1,4384,1131,349
591,Lothario,Noorwood,Male,Singapore,nus,science,Degree,2003,Q4,Active,NA,June Intake,3,4587,1909,253
592,Bogart,Tarbatt,Male,Singapore,ntu,engineering,Phd.,2018,Q4,Active,NA,June Intake,3,1466,534,253
593,Amberly,Mairs,Female,Singapore,nus,arts,Bachelor,2016,Q4,Withdrawn,Expensive,March Intake,2,2888,1216,486
594,Marieann,Stonuary,Male,Singapore,smu,arts,Degree,2004,Q4,Withdrawn,homesick,June Intake,3,1135,643,356
595,Purcell,Schiementz,Female,Singapore,smu,science,Bachelor,2008,Q4,Withdrawn,homesick,Sept intake,1,3684,1396,482
596,Rudolfo,Lukas,Male,Singapore,smu,engineering,Degree,2005,Q4,Active,NA,Sept intake,1,4410,1028,309
597,Urson,Leathwood,Male,Singapore,ntu,engineering,Phd.,2006,Q4,Active,NA,Sept intake,1,3029,1412,219
598,Hendrik,Pawle,Male,Singapore,smu,arts,Bachelor,1992,Q1,Active,NA,Sept intake,1,1398,642,235
599,Belicia,Scarce,Male,Singapore,ntu,engineering,Phd.,2009,Q3,Active,NA,June Intake,3,3119,1978,386
600,Charline,Sager,Female,Thailand,smu,engineering,Bachelor,2011,Q4,Active,NA,March Intake,2,3270,1481,487
601,Giavani,MacAughtrie,Female,Thailand,nus,science,Degree,2004,Q4,Withdrawn,Expensive,Sept intake,1,1365,1986,380
602,Willyt,Challoner,Male,Thailand,smu,arts,Phd.,2000,Q1,Withdrawn,homesick,Sept intake,1,2221,1529,454
603,Gaspar,Ary,Male,Thailand,smu,engineering,Phd.,2019,Q4,Withdrawn,Expensive,Sept intake,1,4593,1422,425
604,Kissiah,Tolemache,Female,Thailand,smu,science,Bachelor,1991,Q4,Withdrawn,homesick,Sept intake,1,3954,1890,261
605,Alexina,Barribal,Male,Thailand,ntu,arts,Phd.,2016,Q3,Withdrawn,homesick,Sept intake,1,3522,1519,343
606,Woodman,Cridlin,Female,Thailand,ntu,science,Degree,2000,Q3,Active,NA,Sept intake,1,3408,1334,477
607,Cecilia,O'Flynn,Female,Thailand,smu,engineering,Degree,2019,Q3,Active,NA,Sept intake,1,1924,1483,324
608,Melisande,Pinchin,Male,Thailand,smu,arts,Phd.,2020,Q3,Withdrawn,Academically unprepared,June Intake,3,3422,900,276
609,Elberta,Worsnup,Male,Thailand,smu,arts,Phd.,1992,Q4,Withdrawn,homesick,Sept intake,1,4008,1020,446
610,Cara,Troake,Female,Thailand,ntu,engineering,Phd.,1997,Q3,Withdrawn,homesick,March Intake,2,3118,1480,303
611,Felice,Colten,Female,Thailand,smu,engineering,Bachelor,2005,Q4,Active,NA,March Intake,2,3804,968,217
612,Querida,Nicklin,Female,Thailand,nus,engineering,Phd.,2009,Q4,Active,NA,Sept intake,1,3660,1187,425
613,Viviyan,Paulin,Male,Thailand,nus,science,Degree,2002,Q4,Active,NA,Sept intake,1,2771,1465,401
614,Immanuel,Bolstridge,Male,Thailand,smu,engineering,Phd.,1996,Q4,Withdrawn,Academically unprepared,June Intake,3,2834,1470,338
615,Veda,Wilkowski,Male,Thailand,ntu,arts,Phd.,2001,Q4,Withdrawn,Expensive,March Intake,2,3680,1370,235
616,Tiebold,Dyson,Male,Thailand,ntu,engineering,Phd.,2002,Q4,Active,NA,Sept intake,1,1259,1972,318
617,Reagen,Lindro,Female,Thailand,ntu,engineering,Bachelor,2011,Q4,Active,NA,Sept intake,1,1148,624,252
618,Zach,Spensly,Female,Thailand,smu,science,Phd.,1998,Q4,Active,NA,Sept intake,1,1335,1949,349
619,Maurene,McPeice,Female,Thailand,smu,science,Bachelor,2003,Q1,Active,NA,Sept intake,1,3590,1099,427
620,Cristen,Pedracci,Male,Thailand,nus,arts,Degree,2017,Q3,Active,NA,March Intake,2,3955,664,420
621,Berk,O' Scallan,Female,Thailand,nus,engineering,Degree,2014,Q4,Withdrawn,Academically unprepared,March Intake,2,1980,1192,211
622,Carita,Gisbey,Male,Thailand,nus,engineering,Degree,2007,Q4,Active,NA,Sept intake,1,2726,1793,444
623,Clyve,Yakubovich,Male,Thailand,smu,engineering,Phd.,2000,Q4,Withdrawn,Expensive,March Intake,2,4727,1690,277
624,Kiley,Tunesi,Female,Thailand,nus,arts,Degree,2010,Q2,Withdrawn,Expensive,Sept intake,1,4963,747,498
625,Louie,Burry,Female,Thailand,nus,engineering,Degree,1990,Q1,Withdrawn,Expensive,March Intake,2,4029,1383,338
626,Ringo,Sergean,Male,Thailand,ntu,engineering,Bachelor,2018,Q4,Withdrawn,Expensive,March Intake,2,3896,1773,316
627,Cindy,Brito,Female,Thailand,nus,arts,Degree,1996,Q4,Active,NA,March Intake,2,2096,1564,402
628,Ogdan,Tremayle,Female,Thailand,smu,engineering,Phd.,2014,Q4,Active,NA,Sept intake,1,2068,1435,291
629,Evelyn,Kean,Male,Thailand,nus,engineering,Phd.,2019,Q3,Withdrawn,Expensive,Sept intake,1,1851,836,259
630,Giacinta,Hickin,Female,Thailand,smu,engineering,Phd.,2009,Q4,Active,NA,June Intake,3,2586,1862,495
631,Arlen,Lax,Male,Thailand,nus,science,Phd.,2002,Q4,Withdrawn,homesick,March Intake,2,2465,1865,210
632,Erich,Marmion,Female,Thailand,smu,science,Bachelor,1996,Q1,Active,NA,March Intake,2,4036,1618,494
633,Augusta,Hamblyn,Female,Thailand,smu,science,Phd.,1990,Q2,Withdrawn,homesick,Sept intake,1,1984,1328,309
634,Obidiah,Tryhorn,Female,Thailand,nus,engineering,Phd.,2010,Q4,Active,NA,Sept intake,1,2971,1333,297
635,Timotheus,Rawne,Male,Thailand,smu,engineering,Bachelor,2009,Q4,Active,NA,Sept intake,1,1819,902,447
636,Vivian,Attoc,Female,Thailand,smu,arts,Phd.,1998,Q2,Withdrawn,homesick,March Intake,2,1214,1508,478
637,Robbin,Parrett,Male,Thailand,ntu,science,Degree,2017,Q3,Active,NA,March Intake,2,2086,1842,463
638,Peirce,Setchfield,Female,Thailand,ntu,engineering,Degree,1995,Q1,Active,NA,Sept intake,1,1343,776,376
639,Connie,Hancorn,Male,Thailand,ntu,engineering,Bachelor,2015,Q3,Active,NA,Sept intake,1,1684,1656,346
640,Roby,Jozefiak,Female,Thailand,smu,science,Phd.,1995,Q1,Withdrawn,homesick,Sept intake,1,3059,1328,481
641,Augie,Grishakin,Male,Thailand,ntu,science,Bachelor,2013,Q3,Withdrawn,Expensive,March Intake,2,1865,1891,465
642,Carlie,Leathes,Female,Thailand,nus,science,Phd.,2017,Q4,Withdrawn,Academically unprepared,Sept intake,1,4896,681,366
643,Brook,Hastings,Female,Thailand,smu,arts,Bachelor,2012,Q4,Withdrawn,homesick,March Intake,2,4173,1093,245
644,Linnie,Kerrey,Female,Thailand,ntu,engineering,Phd.,1994,Q3,Active,NA,March Intake,2,2344,1526,379
645,Berrie,Northrop,Female,Thailand,smu,arts,Degree,2002,Q4,Withdrawn,Expensive,Sept intake,1,1231,1755,332
646,Sigrid,Bisacre,Male,Thailand,smu,arts,Phd.,2004,Q4,Withdrawn,Academically unprepared,June Intake,3,4580,618,266
647,Suzette,Hainey`,Male,Thailand,smu,engineering,Phd.,2019,Q3,Withdrawn,homesick,March Intake,2,1973,1693,314
648,Colman,Asson,Female,Thailand,smu,engineering,Phd.,2008,Q4,Withdrawn,homesick,Sept intake,1,2189,1284,485
649,Vivien,Cuzen,Female,Thailand,smu,science,Phd.,2015,Q4,Withdrawn,Academically unprepared,June Intake,3,4463,868,325
650,Nerte,Bawle,Female,Thailand,smu,arts,Phd.,1998,Q3,Active,NA,Sept intake,1,1742,809,208
651,Rudolph,Playden,Female,Thailand,nus,science,Phd.,2009,Q4,Active,NA,March Intake,2,4107,1972,350
652,Reuben,Shrimpling,Female,Thailand,nus,science,Phd.,1998,Q2,Withdrawn,homesick,June Intake,3,4462,1680,418
653,Nolly,Marler,Female,Thailand,smu,arts,Phd.,2003,Q1,Withdrawn,Academically unprepared,Sept intake,1,2901,1814,298
654,Kingston,Bound,Female,Thailand,smu,engineering,Phd.,1992,Q4,Withdrawn,homesick,Sept intake,1,2462,1288,477
655,Margy,Winfred,Female,Thailand,smu,engineering,Phd.,2007,Q4,Active,NA,Sept intake,1,3996,1274,291
656,Eddie,Coleson,Female,Thailand,nus,engineering,Phd.,2003,Q4,Withdrawn,homesick,June Intake,3,4025,859,229
657,Fidole,Norcross,Male,Thailand,nus,engineering,Phd.,2015,Q4,Active,NA,Sept intake,1,4596,766,274
658,Des,Richardet,Male,Thailand,ntu,engineering,Phd.,2017,Q4,Withdrawn,Expensive,Sept intake,1,1425,1063,439
659,Nappie,Rummery,Female,Thailand,smu,arts,Phd.,1994,Q1,Active,NA,Sept intake,1,1906,1073,327
660,Isa,Banbrook,Female,Thailand,ntu,arts,Bachelor,1998,Q3,Withdrawn,homesick,Sept intake,1,2923,1539,225
661,Melina,Coulthard,Male,Thailand,nus,arts,Bachelor,2003,Q2,Withdrawn,Academically unprepared,June Intake,3,2480,1007,226
662,Flinn,Corkel,Male,Thailand,smu,engineering,Bachelor,2017,Q3,Withdrawn,homesick,June Intake,3,1601,1952,220
663,Holly,Monni,Male,Thailand,ntu,arts,Phd.,2010,Q3,Active,NA,June Intake,3,4802,1383,484
664,Saxon,Crollman,Female,Thailand,smu,engineering,Phd.,2001,Q4,Withdrawn,homesick,Sept intake,1,1392,1958,424
665,Langston,Sapwell,Male,Thailand,smu,engineering,Phd.,2017,Q1,Active,NA,Sept intake,1,2802,1800,296
666,Marlo,Pitkin,Female,Thailand,nus,science,Phd.,2009,Q4,Active,NA,Sept intake,1,2367,1371,472
667,Marchall,Carse,Female,Thailand,smu,engineering,Phd.,1995,Q4,Withdrawn,homesick,June Intake,3,1517,1451,363
668,El,Josifovitz,Male,Thailand,smu,engineering,Degree,1992,Q4,Active,NA,Sept intake,1,3953,1540,263
669,Gaston,Firsby,Male,Thailand,nus,science,Degree,1993,Q4,Active,NA,March Intake,2,3175,1408,373
670,Morse,Tellenbach,Male,Thailand,smu,science,Bachelor,2012,Q2,Withdrawn,homesick,Sept intake,1,2678,594,493
